timestamp,impl,op,load_factor,metric,value,unit,tag
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.25,std_dev,707.132482,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.25,throughput_ops_per_sec,42037653.110939,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.50,mean,4175.601634,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.50,median,4447.200124,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.50,std_dev,778.787476,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.50,throughput_ops_per_sec,30654265.233816,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.75,mean,4893.067610,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.75,median,5165.784485,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.75,std_dev,1023.611942,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.75,throughput_ops_per_sec,26159458.686364,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.01,mean,2.938128,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.01,median,3.001989,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.01,std_dev,0.224755,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.01,throughput_ops_per_sec,340352723.258561,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.25,mean,3.440781,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.25,median,3.436977,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.25,std_dev,0.225767,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.25,throughput_ops_per_sec,290631712.265124,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.50,mean,5.491230,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.50,median,5.445565,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.50,std_dev,0.554966,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.50,throughput_ops_per_sec,182108547.385888,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.75,mean,7.944562,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.75,median,7.963712,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.75,std_dev,0.606550,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_hit,0.75,throughput_ops_per_sec,125872267.605150,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.01,mean,2.932593,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.01,median,2.995774,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.01,std_dev,0.206423,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.01,throughput_ops_per_sec,340995158.291935,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.25,mean,6.245290,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.25,median,6.337536,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.25,std_dev,0.410654,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.25,throughput_ops_per_sec,160120679.231784,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.50,mean,10.125417,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.50,median,10.303912,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.50,std_dev,0.684587,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.50,throughput_ops_per_sec,98761360.663368,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.75,mean,12.481636,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.75,median,12.498560,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.75,std_dev,0.974055,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,lookup_miss,0.75,throughput_ops_per_sec,80117703.465424,ops/s,prefetching
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.01,mean,2645.426317,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.01,median,2783.398673,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.01,std_dev,813.109175,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.01,throughput_ops_per_sec,48385396.031434,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.25,mean,3089.298000,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.25,median,3354.051689,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.25,std_dev,684.139104,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.25,throughput_ops_per_sec,41433361.230604,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.50,mean,4082.773941,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.50,median,4326.082996,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.50,std_dev,890.212542,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.50,throughput_ops_per_sec,31351233.707936,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.75,mean,4975.649737,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.75,median,5262.459120,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.75,std_dev,968.471274,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,insert_marginal,0.75,throughput_ops_per_sec,25725283.482769,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.01,mean,2.871942,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.01,median,2.886466,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.01,std_dev,0.151120,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.01,throughput_ops_per_sec,348196480.347669,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.25,mean,3.663199,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.25,median,3.680415,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.25,std_dev,0.288564,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.25,throughput_ops_per_sec,272985446.845260,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.50,mean,5.248413,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.50,median,5.276836,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.50,std_dev,0.420486,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.50,throughput_ops_per_sec,190533779.163867,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.75,mean,7.883539,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.75,median,7.972288,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.75,std_dev,0.485164,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_hit,0.75,throughput_ops_per_sec,126846585.673018,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.01,mean,2.800604,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.01,median,2.766815,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.01,std_dev,0.185688,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.01,throughput_ops_per_sec,357065867.217329,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.25,mean,6.011500,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.25,median,6.028370,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.25,std_dev,0.433374,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.25,throughput_ops_per_sec,166347826.214123,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.50,mean,9.846423,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.50,median,9.726846,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.50,std_dev,0.566193,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.50,throughput_ops_per_sec,101559727.906760,ops/s,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.75,mean,12.355719,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.75,median,12.316937,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.75,std_dev,0.844760,ns,minor tweak on zero/target instruction
2026-02-25T11:19:33.740525+00:00,radix_tree,lookup_miss,0.75,throughput_ops_per_sec,80934178.166947,ops/s,minor tweak on zero/target instruction
2026-02-25T22:44:41.591567+00:00,radix_tree,insert_marginal,0.01,mean,2558.621994,ns,NEON only + empty check
